关注房源人数,总价,平米价,精简装,面积,建造时间,室,厅,小区名称,所在大区域,所在小区域,建筑类型,建筑结构,梯户比例,梯,户,产权年限,户型结构,海景,地铁,公交,轻轨,购物,银行,饭店,学区,采光,休闲,经度,纬度
11,50.0,7462.7,简,67.0,1992.0,2.0,1.0,古城乙区$,金州,古城汇金$,板楼$,钢混,0.3333333333333333,1.0,3.0,70.0,平层,0,0,0,0,0,0,0,0,0,0,121.72019557735197,39.11428095218343
5,125.0,10612.1,精,117.79,2008.0,3.0,2.0,城润万家$,开发区,城润$,板楼$,钢混,0.5,1.0,2.0,70.0,平层,0,1,0,1,0,0,0,0,1,0,121.75486958883346,39.060070069002506
7,185.0,40217.4,精,46.0,2010.0,1.0,0.0,幸福e家五期$,沙河口,幸福e家$,板楼$,钢混,0.3333333333333333,2.0,6.0,70.0,平层,0,1,0,0,1,1,0,0,1,1,121.58647177549163,38.909064839584246
19,118.0,12703.2,精,92.89,2003.0,2.0,2.0,新星绿城一期$,甘井子,机场乐购$,板楼$,钢混,0.5,1.0,2.0,70.0,平层,0,0,0,0,0,0,0,0,0,0,121.51846298321345,38.96292011740524
21,73.6,8363.6,简,88.0,2012.0,2.0,2.0,远洋时代城四期$,开发区,高城山$,板楼$,钢混,0.5,2.0,4.0,50.0,平层,0,0,0,0,0,0,0,0,0,0,121.82732098874006,39.08770910308685
9,65.0,11105.4,毛,58.53,1990.0,2.0,1.0,文体街$,甘井子,甘井子$,板塔结合$,钢混,0.3333333333333333,1.0,3.0,70.0,平层,0,0,0,0,0,0,0,0,0,0,121.63171437824715,38.979931914107645
10,156.0,14922.5,精,104.54,2001.0,2.0,2.0,绿波花园$,沙河口,绿波$,板楼$,砖混,0.5,1.0,2.0,70.0,平层,0,0,1,0,1,1,0,1,0,1,121.5745562793088,38.937162004288574
44,87.5,12015.9,简,72.82,2005.0,2.0,2.0,绿色家园$,甘井子,万科假日$,板楼$,钢混,0.25,1.0,4.0,70.0,平层,0,0,0,0,0,0,0,0,0,0,121.51934269379937,38.9427777351021
6,60.0,21045.2,精,28.51,2011.0,1.0,0.0,小平岛海悦山$,高新园区,小平岛$,塔楼$,钢混,0.375,3.0,8.0,70.0,平层,0,0,0,0,0,0,0,0,0,0,121.50960119935752,38.8447074861418
2,180.0,12530.5,精,143.65,2016.0,3.0,2.0,红星海时光的岸$,开发区,红星海$,板楼$,钢混,0.5,1.0,2.0,50.0,平层,1,0,0,0,0,0,0,0,1,0,121.8129339971839,39.01381262279472
17,260.0,14442.0,精,180.03,2005.0,3.0,2.0,金玉星海$,沙河口,星海广场$,板楼$,钢混,1.0,2.0,2.0,70.0,平层,0,1,1,0,1,1,0,0,1,1,121.58901893783298,38.89025493971267
30,63.0,10696.1,精,58.9,2009.0,1.0,1.0,泉水N3区$,甘井子,泉水龙畔金泉$,板楼$,砖混,0.5,2.0,4.0,70.0,平层,0,1,0,0,0,0,0,0,0,0,121.62163148459285,38.9189536667856
13,127.0,15827.5,精,80.24,1997.0,2.0,2.0,西苑小区$,沙河口,马栏$,板楼$,砖混,0.3333333333333333,1.0,3.0,70.0,平层,0,1,0,0,1,0,0,0,0,1,0,0
9,115.0,12500.0,简,92.0,2000.0,2.0,1.0,盛新园$,甘井子,万科假日$,板楼$,砖混,0.3333333333333333,1.0,3.0,70.0,平层,0,1,0,0,0,0,0,0,0,0,121.53087084962937,38.939844452613514
6,210.0,18233.9,简,115.17,2004.0,3.0,2.0,星加坡花园$,甘井子,周水子$,板楼$,钢混,0.5,1.0,2.0,70.0,平层,0,0,1,0,0,1,0,0,0,1,121.57194000852796,38.95270107861197
4,126.0,13125.0,精,96.0,2010.0,3.0,1.0,瑞仕尚城二期$,开发区,海富$,板楼$,钢混,1.0,2.0,2.0,50.0,平层,1,0,1,0,1,0,0,0,1,1,121.80899419989518,39.028893166461366
56,112.0,32018.3,简,34.98,1990.0,1.0,1.0,34中民众街$,西岗,唐山街$,板楼$,砖混,0.6666666666666666,2.0,3.0,70.0,平层,0,1,1,0,1,0,0,0,0,0,121.62376417775495,38.913035901461754
14,89.0,10470.6,简,85.0,2009.0,2.0,1.0,开建阳光馨苑$,开发区,安盛$,塔楼$,钢混,0.3333333333333333,2.0,6.0,50.0,平层,0,1,1,1,0,0,0,0,1,0,121.78505338429109,39.064827378862056
1,94.0,11989.8,简,78.4,2002.0,2.0,2.0,泡崖四区$,甘井子,泡崖四区$,板楼$,砖混,0.3333333333333333,1.0,3.0,70.0,平层,0,0,0,0,0,0,0,0,0,0,121.55153032768015,38.97723786499339
20,315.0,23132.8,精,136.17,2003.0,3.0,2.0,弘基二期$,高新园区,学府$,板楼$,钢混,0.5,1.0,2.0,70.0,平层,0,1,0,0,1,1,0,1,1,1,0,0
87,205.0,23609.4,精,86.83,2015.0,2.0,1.0,东方圣克拉三期$,高新园区,庙岭$,板楼$,钢混,0.3333333333333333,1.0,3.0,70.0,平层,0,0,0,0,1,1,0,0,1,1,121.53339332204376,38.90317970824006
3,51.8,11287.9,简,45.89,1999.0,1.0,1.0,泡崖五区$,甘井子,泡崖市场$,板楼$,砖混,0.3333333333333333,1.0,3.0,70.0,平层,0,0,1,0,1,1,0,1,1,1,121.66627367521671,39.53627955117536
31,51.0,9406.1,简,54.22,2010.0,1.0,1.0,福佳新城一期$,甘井子,前关$,板楼$,钢混,0.14285714285714285,1.0,7.0,70.0,平层,0,0,1,0,1,1,0,0,1,1,121.67154942347682,39.03932676413847
34,105.0,12905.6,精,81.36,2009.0,2.0,1.0,乐活源$,甘井子,华东$,板楼$,钢混,0.2857142857142857,2.0,7.0,70.0,平层,0,0,0,0,0,0,0,0,0,0,121.61185604228747,38.98410810953346
113,115.0,13585.4,简,84.65,2003.0,2.0,1.0,祥和新家园$,甘井子,第五郡$,板楼$,钢混,0.5,1.0,2.0,70.0,平层,0,1,1,0,1,0,0,0,0,1,121.55115182845013,38.96299627040054
27,77.8,15121.5,精,51.45,2012.0,1.0,0.0,MINI印象$,高新园区,高新园区$,塔楼$,钢混,0.125,6.0,48.0,70.0,平层,0,1,0,0,0,0,0,0,0,0,121.53094001196717,38.86464631837938
20,122.0,15219.6,精,80.16,2009.0,2.0,1.0,西山逸林$,甘井子,万科假日$,板楼$,钢混,0.3333333333333333,1.0,3.0,70.0,平层,0,0,0,0,0,0,0,0,0,0,102.67155712350362,25.043198760946844
10,115.0,18167.5,精,63.3,2012.0,2.0,1.0,远洋广场$,甘井子,华南$,板楼$,钢混,0.2857142857142857,2.0,7.0,70.0,平层,0,1,0,0,0,0,0,0,0,0,121.61614032267146,38.92300347845314
9,78.0,12384.9,简,62.98,2010.0,2.0,1.0,新阳巷（大菜市商圈）$,西岗,大菜市$,板楼$,钢混,0.3333333333333333,1.0,3.0,70.0,平层,0,1,0,0,1,0,0,0,1,0,121.63748495989405,38.93327328298943
3,62.0,8922.1,精,69.49,2003.0,2.0,1.0,高城北花园$,开发区,高城山$,板楼$,钢混,0.5,1.0,2.0,50.0,平层,0,0,1,0,1,1,0,1,1,0,121.82638172049882,39.07773020065979
13,68.5,9197.1,精,74.48,2003.0,2.0,1.0,湾里南小区$,开发区,金湾新城$,板楼$,钢混,0.3333333333333333,1.0,3.0,70.0,平层,0,0,1,1,1,1,0,0,1,0,121.85916984376554,39.06967041099975
34,145.0,15287.3,精,94.85,2003.0,2.0,1.0,亿鑫大厦$,沙河口,丽景$,塔楼$,钢混,0.25,2.0,8.0,70.0,平层,0,1,0,0,0,0,0,0,0,0,121.60315719488155,38.92541930975127
21,75.0,16581.9,精,45.23,2006.0,1.0,1.0,兴达福山居$,甘井子,西山水库$,板楼$,钢混,0.5,1.0,2.0,70.0,平层,0,1,0,0,0,0,0,0,0,0,121.53884662398114,38.93557699856332
8,67.5,8676.1,毛,77.8,2011.0,2.0,1.0,岭湾峰尚一期$,开发区,杏花里$,板楼$,钢混,0.5,2.0,4.0,50.0,平层,0,0,1,0,1,0,0,0,1,1,121.80249901088834,39.07696409586286
18,66.0,12523.7,精,52.7,2000.0,2.0,1.0,马栏小学南$,沙河口,马栏$,板楼$,钢混,0.3333333333333333,1.0,3.0,70.0,平层,0,1,0,0,1,0,0,0,0,0,121.56320121617092,38.93162774504978
11,127.0,14288.9,精,88.88,2015.0,2.0,1.0,金地艺境$,甘井子,前关$,板楼$,钢混,0.5,1.0,2.0,70.0,平层,0,0,1,0,1,1,0,0,1,1,121.66429296007571,39.04542178194187
10,109.5,14407.9,精,76.0,2012.0,2.0,1.0,万科魅力之城$,甘井子,魅力之城$,板楼$,钢混,0.5,2.0,4.0,70.0,平层,0,1,1,0,1,0,0,1,1,1,121.52256275973045,38.996118699254794
30,110.0,14727.5,简,74.69,1990.0,3.0,1.0,集贤街$,沙河口,太原街$,板楼$,钢混,0.3333333333333333,1.0,3.0,70.0,平层,0,1,1,0,0,0,0,0,0,0,121.6008334833409,38.908665415267755
15,47.8,9053.0,精,52.8,2007.0,1.0,1.0,绿洲半岛北岸$,开发区,海富$,板楼$,钢混,0.25,1.0,4.0,50.0,平层,0,0,1,0,1,1,0,0,1,1,121.80916704285836,39.027172071236684
44,148.0,16715.6,精,88.54,2013.0,2.0,2.0,枫丹丽城$,甘井子,泉水美域盛景$,板楼$,钢混,0.5,1.0,2.0,70.0,平层,0,0,0,1,1,0,0,0,0,1,121.62052248511873,39.01016428270067
9,58.0,7536.4,毛,76.96,2016.0,2.0,1.0,金海国际花园$,金州,金华$,板楼$,钢混,0.3333333333333333,1.0,3.0,70.0,平层,0,0,1,0,1,0,1,1,0,1,121.6981521994766,39.12932919848401
5,55.0,13272.2,简,41.44,1989.0,2.0,1.0,苍山路$,甘井子,山东路$,板楼$,砖混,0.25,1.0,4.0,70.0,平层,0,1,0,0,0,0,0,0,0,0,121.59243836650248,38.98406003372214
9,50.8,8353.9,精,60.81,1998.0,2.0,1.0,岗盛里小区$,开发区,东山$,板楼$,砖混,0.3333333333333333,1.0,3.0,70.0,平层,0,0,0,0,0,0,0,0,0,0,121.80501357102783,39.04299222448448
213,254.0,28084.9,精,90.44,2008.0,2.0,2.0,远洋风景$,西岗,北京公园$,板楼$,钢混,1.0,2.0,2.0,70.0,暂无数据,0,1,1,0,0,0,0,0,1,1,121.6157506826565,38.92252487139321
13,42.5,8930.4,精,47.59,2003.0,1.0,1.0,湾里南小区$,开发区,金湾新城$,板塔结合$,钢混,0.25,1.0,4.0,50.0,平层,0,0,0,0,0,0,0,0,0,0,121.85916984376554,39.06967041099975
6,103.0,15817.0,简,65.12,1996.0,2.0,1.0,红梅小区$,开发区,红梅翠竹$,板楼$,砖混,0.5,1.0,2.0,50.0,平层,0,0,0,0,0,0,0,0,0,0,121.77739927787125,39.04903371325466
9,70.5,14693.6,精,47.98,1997.0,2.0,1.0,红旗西路$,甘井子,西山水库$,板楼$,砖混,0.3333333333333333,1.0,3.0,70.0,平层,0,1,0,0,0,0,0,0,0,0,121.49158043984396,38.947313002432956
18,119.8,11761.2,精,101.86,2007.0,3.0,1.0,泡崖康顺园$,甘井子,泡崖八区$,板楼$,钢混,0.3333333333333333,1.0,3.0,70.0,平层,0,0,0,0,0,0,0,0,0,0,121.55200813638092,38.98966538275035
3,63.0,7054.9,简,89.3,1998.0,2.0,2.0,高安里$,开发区,高城山$,板楼$,钢混,0.5,1.0,2.0,50.0,平层,0,0,1,0,0,0,0,0,1,0,121.82617377175632,39.07659248202052
13,108.0,14171.4,简,76.21,2005.0,2.0,1.0,锦泉源D2区$,甘井子,泉水锦泉源$,板楼$,钢混,0.25,1.0,4.0,70.0,平层,0,0,0,1,1,1,0,0,0,1,121.61768702509855,39.01348308242818
32,76.0,14960.6,精,50.8,2012.0,1.0,0.0,MINI印象$,高新园区,高新园区$,塔楼$,钢混,0.14634146341463414,6.0,41.0,70.0,平层,0,1,1,0,1,0,1,0,0,1,121.53094001196717,38.86464631837938
20,89.9,12085.0,简,74.39,1988.0,3.0,0.0,干休所$,中山,中南$,板楼$,钢混,0.5,1.0,2.0,70.0,平层,0,0,1,0,1,1,0,0,0,1,0,0
21,87.0,10875.0,精,80.0,2012.0,2.0,2.0,远洋时代城一期$,开发区,高城山$,板楼$,钢混,0.3333333333333333,1.0,3.0,50.0,平层,0,0,0,0,0,0,0,0,0,0,121.8309805057266,39.1010604143205
13,59.8,13031.2,精,45.89,1992.0,2.0,1.0,侯二小区$,沙河口,侯家沟$,板楼$,砖混,0.16666666666666666,1.0,6.0,70.0,平层,0,1,0,0,0,0,0,0,0,0,121.59007102695813,38.933812737033655
1,72.0,11797.5,简,61.03,1990.0,2.0,1.0,中南路$,中山,中南$,板楼$,砖混,0.25,1.0,4.0,70.0,平层,0,0,1,0,1,1,0,0,0,1,121.67700561077149,38.91149759691359
8,52.0,14874.1,简,34.96,1992.0,1.0,1.0,中南路$,中山,中南$,板楼$,砖混,0.3333333333333333,1.0,3.0,70.0,平层,0,0,0,0,0,0,0,0,0,0,121.67700561077149,38.91149759691359
6,148.0,15974.1,精,92.65,2004.0,2.0,2.0,千山心城$,甘井子,山东路$,板楼$,钢混,0.5,1.0,2.0,70.0,平层,0,1,0,0,1,0,0,0,1,0,121.57869821060844,38.98266707097553
2,74.0,8971.9,精,82.48,1999.0,2.0,2.0,高吉里$,开发区,高城山$,板楼$,钢混,0.5,1.0,2.0,0.0,平层,0,0,1,0,1,0,0,0,0,0,121.82723489154677,39.07334659411714
11,102.5,12349.4,精,83.0,2015.0,3.0,1.0,新希望乐城$,金州,城润$,板楼$,钢混,0.5,2.0,4.0,70.0,平层,0,1,1,1,1,0,0,0,0,1,121.74704068653426,39.06145168324684
12,69.0,13218.4,精,52.2,2016.0,1.0,2.0,中海凤凰熙岸$,甘井子,甘井子其它$,板楼$,钢混,0.3333333333333333,1.0,3.0,70.0,平层,0,0,1,0,1,0,0,0,0,0,121.44238000990981,38.998606107828984
17,104.0,15289.6,简,68.02,2007.0,2.0,1.0,隽佳欣苑$,甘井子,机场$,板楼$,钢混,0.5,1.0,2.0,70.0,平层,0,0,0,0,1,0,0,0,0,0,121.5644860580503,38.964645376017806
11,29.5,6395.0,简,46.13,2005.0,1.0,1.0,东城天下$,开发区,东城$,板楼$,钢混,0.25,3.0,12.0,50.0,平层,0,0,1,0,1,1,0,0,1,0,121.84724109218661,39.07191843110481
8,89.0,9814.7,精,90.68,2010.0,2.0,2.0,中瀛臻堡$,旅顺口,龙王塘$,塔楼$,钢混,0.5,1.0,2.0,70.0,平层,0,1,1,0,1,1,1,0,1,0,0,0
17,90.0,12139.2,简,74.14,2003.0,2.0,1.0,彩虹园$,甘井子,前程街$,板楼$,钢混,0.5,1.0,2.0,70.0,平层,0,0,0,0,1,1,0,0,1,0,121.55395963593182,38.93496331359739
7,420.0,26087.0,精,161.0,2015.0,4.0,2.0,星光耀广场$,中山,华乐$,板楼$,钢混,1.5,3.0,2.0,70.0,平层,0,1,0,0,0,0,0,0,1,1,121.67583496957326,38.93077107067229
24,68.0,9284.5,精,73.24,2003.0,2.0,1.0,湾里南小区$,开发区,金湾新城$,板楼$,框架,0.3333333333333333,1.0,3.0,70.0,平层,0,0,1,1,1,1,0,0,1,0,121.85916984376554,39.06967041099975
9,88.0,10232.6,精,86.0,2015.0,2.0,2.0,金海明珠$,金州,金华$,板楼$,钢混,0.5,1.0,2.0,70.0,平层,0,0,0,0,0,0,0,0,0,0,121.70497512446909,39.11445383459462
6,85.0,12805.1,精,66.38,1991.0,2.0,1.0,山庄南一街$,西岗,莲花白云$,板楼$,砖混,0.3333333333333333,1.0,3.0,70.0,平层,0,0,0,0,0,0,0,0,0,0,121.61515227554273,38.90468411568345
2,79.0,10102.3,精,78.2,2016.0,2.0,2.0,海尚明珠$,旅顺口,龙王塘$,板楼$,钢混,0.3333333333333333,1.0,3.0,70.0,平层,0,0,1,0,1,0,0,0,0,1,121.40599747973822,38.831224317786194
14,109.0,12044.2,精,90.5,2012.0,2.0,1.0,大连海湾城一期$,开发区,华润海中国$,板楼$,钢混,0.5,2.0,4.0,50.0,平层,0,0,0,0,1,1,1,0,0,1,121.75396598960911,39.04239207976784
21,128.0,18158.6,精,70.49,2017.0,2.0,1.0,华润考拉住区$,甘井子,名贵$,板楼$,钢混,0.3333333333333333,1.0,3.0,70.0,平层,0,0,1,0,1,0,0,0,0,0,121.57806393685057,38.99234777593271
4,56.0,9234.8,简,60.64,2011.0,2.0,1.0,名城和顺人家$,开发区,杏花里$,板楼$,钢混,0.3333333333333333,2.0,6.0,70.0,暂无数据,0,0,0,0,0,0,0,0,0,0,121.79323458763842,39.0793480740506
5,26.5,6646.6,精,39.87,2010.0,1.0,0.0,环宇品阁$,开发区,倚山里$,塔楼$,钢混,0.1,2.0,20.0,40.0,复式,0,1,0,0,0,0,0,0,0,0,121.8053119818301,39.0681425553406
5,59.8,12020.1,精,49.75,1992.0,2.0,0.0,北海街（胜利桥北商圈）$,西岗,胜利桥北$,板楼$,砖混,6.666666666666668,20.0,3.0,70.0,平层,0,0,0,0,0,0,0,0,0,0,121.64373846878648,38.93237158183982
11,176.0,18951.2,精,92.87,2006.0,2.0,2.0,锦城东园$,沙河口,锦华$,板楼$,钢混,0.5,1.0,2.0,70.0,平层,0,1,0,0,0,0,0,0,0,0,121.55574993994878,38.95377928323028
12,130.0,15755.7,简,82.51,2003.0,2.0,1.0,盛世闲庭$,甘井子,山东路$,板楼$,钢混,0.5,1.0,2.0,70.0,平层,0,1,1,0,1,0,0,0,1,0,121.5793230916839,38.9794939884365
32,206.0,40727.6,精,50.58,2010.0,1.0,1.0,幸福e家五期$,沙河口,幸福e家$,板楼$,钢混,0.3333333333333333,2.0,6.0,70.0,平层,0,1,1,0,1,1,0,0,0,1,121.58647177549163,38.909064839584246
5,78.0,8972.7,简,86.93,2007.0,2.0,1.0,绿洲半岛北岸$,开发区,海富$,板楼$,钢混,0.3333333333333333,2.0,6.0,50.0,平层,0,0,1,0,1,1,0,0,1,0,121.80916704285836,39.027172071236684
14,72.0,16795.0,精,42.87,2004.0,2.0,1.0,东特新天地$,甘井子,周水子$,板楼$,钢混,0.1,2.0,20.0,70.0,复式,0,0,0,0,0,0,0,0,0,0,121.56984344341686,38.952802573071764
3,67.0,11896.3,简,56.32,1993.0,2.0,1.0,泡崖一区$,甘井子,泡崖市场$,板楼$,砖混,0.3333333333333333,1.0,3.0,70.0,平层,0,0,0,0,0,0,0,0,0,0,121.56775147942658,38.97882778218294
23,95.0,16167.5,精,58.76,2017.0,1.0,1.0,远洋荣域A2区$,甘井子,华南$,板楼$,钢混,0.375,3.0,8.0,70.0,平层,0,1,0,0,0,0,0,0,0,0,121.62409823152325,38.95811978881024
15,98.0,15467.2,精,63.36,2007.0,2.0,1.0,锦泉源D3区$,甘井子,泉水锦泉源$,板楼$,钢混,0.3333333333333333,1.0,3.0,70.0,平层,0,1,1,0,1,0,0,0,1,1,121.61768702509855,39.01348308242818
46,68.5,14223.4,精,48.16,1992.0,2.0,1.0,兰丰巷$,甘井子,马栏$,板楼$,砖混,0.5,1.0,2.0,70.0,平层,0,1,1,0,1,0,0,0,0,1,121.5584274077925,38.93036881523191
13,73.0,23152.6,精,31.53,2007.0,1.0,1.0,嘉和花样年华三期$,中山,三八南$,板楼$,钢混,0.2307692307692308,6.0,26.0,70.0,平层,0,1,0,0,0,0,0,0,0,0,121.66209574612036,38.92457230730569
2,42.0,7963.6,精,52.74,2016.0,1.0,0.0,开发区万达广场$,开发区,安盛$,塔楼$,钢混,0.125,3.0,24.0,0.0,平层,0,0,1,1,0,0,0,0,0,1,121.61527875785684,38.916278788150855
14,118.0,24836.9,简,47.51,1996.0,1.0,1.0,金荣园$,甘井子,金三角$,板楼$,砖混,0.3333333333333333,1.0,3.0,70.0,平层,0,0,0,1,1,0,0,0,0,1,121.59974575214802,38.974768417613454
19,207.0,15681.8,毛,132.0,2011.0,3.0,2.0,海创半山壹号$,高新园区,七贤岭$,板楼$,钢混,0.5,1.0,2.0,70.0,平层,0,0,0,0,0,0,0,0,0,0,122.40204684869718,39.220922012246454
3,68.0,6494.7,简,104.7,1996.0,2.0,1.0,倚山里小区$,开发区,倚山里$,板楼$,框架,0.3333333333333333,1.0,3.0,50.0,平层,0,0,1,1,1,0,1,0,1,1,121.80755970391105,39.05611916285139
5,224.8,16057.1,精,140.0,,3.0,2.0,华润海中国一期$,开发区,华润海中国$,板楼$,钢混,0.5,2.0,4.0,50.0,平层,0,0,1,0,0,1,1,1,1,1,121.76523388477352,39.03908730041246
5,300.0,23516.5,精,127.57,2016.0,3.0,2.0,青秀蓝湾二期$,甘井子,鹏辉$,板楼$,钢混,0.5,1.0,2.0,70.0,平层,0,0,1,0,1,0,0,0,0,0,121.61768585730138,38.97159720425104
13,145.0,21870.3,简,66.3,2011.0,2.0,1.0,小平岛海角七号$,高新园区,小平岛$,板楼$,钢混,0.375,3.0,8.0,70.0,平层,0,1,0,1,1,1,0,0,0,1,121.51432088662558,38.842742096425965
2,86.5,12976.3,简,66.66,1999.0,2.0,1.0,泡崖五区$,甘井子,泡崖市场$,板楼$,砖混,0.3333333333333333,1.0,3.0,70.0,平层,0,0,1,0,1,0,0,0,1,1,121.66627367521671,39.53627955117536
7,122.0,15317.0,精,79.65,2008.0,2.0,2.0,水映西山$,甘井子,万科假日$,塔楼$,钢混,0.25,1.0,4.0,70.0,平层,0,0,1,0,1,0,0,0,1,1,102.67155712350362,25.043198760946844
9,137.0,16383.6,精,83.62,2007.0,2.0,1.0,华东人家$,甘井子,华东$,板楼$,钢混,0.5,1.0,2.0,70.0,平层,0,0,1,0,1,0,0,0,1,0,121.60097936186757,38.98817347531177
4,75.8,13182.6,精,57.5,1995.0,2.0,1.0,七迎路$,甘井子,山东路$,板楼$,混合,0.3333333333333333,1.0,3.0,70.0,平层,0,1,0,0,0,0,0,0,0,0,121.58680870204094,38.98860019218896
0,19.5,4819.6,简,40.46,2000.0,1.0,1.0,锦园小区$,普兰店,普兰店$,塔楼$,砖混,0.5,1.0,2.0,70.0,平层,0,0,0,0,0,0,0,0,1,0,121.96327537570714,39.4091846586481
33,223.0,23799.4,精,93.7,2008.0,2.0,1.0,东港印象A区$,中山,寺儿沟$,板楼$,钢混,0.5,1.0,2.0,70.0,平层,0,0,0,0,1,0,0,0,1,0,121.67961432051484,38.92239687770991
17,160.0,17777.8,精,90.0,2014.0,3.0,2.0,欧尚广场$,甘井子,泉水龙畔金泉$,板楼$,钢混,0.5,1.0,2.0,70.0,平层,0,1,0,0,1,0,0,0,1,1,121.63819029141438,39.01590062557051
21,66.8,12998.6,简,51.39,1989.0,2.0,1.0,千山路$,甘井子,山东路$,板楼$,砖混,0.3333333333333333,1.0,3.0,70.0,平层,0,1,0,0,1,0,0,0,0,0,121.58814421643585,38.98528697769128
8,83.5,13467.7,精,62.0,2005.0,1.0,1.0,锦泉源D2区$,甘井子,泉水锦泉源$,板楼$,钢混,0.3333333333333333,1.0,3.0,70.0,平层,0,0,0,0,0,0,0,0,0,0,121.61768702509855,39.01348308242818
39,388.0,17911.6,精,216.62,2003.0,3.0,1.0,星海国宝$,沙河口,星海广场$,板楼$,钢混,0.6666666666666666,4.0,6.0,70.0,平层,1,0,1,0,0,0,1,0,0,1,121.6005278968742,38.88668068622325
7,85.0,16049.8,精,52.96,2005.0,1.0,0.0,和平现代城$,沙河口,和平广场$,塔楼$,钢混,0.35,7.0,20.0,70.0,平层,0,1,1,1,0,0,0,0,1,1,121.59292124344292,38.901814629496684
1,65.0,12176.8,精,53.38,,2.0,1.0,石油六闾$,甘井子,甘井子$,板楼$,钢混,0.25,1.0,4.0,70.0,平层,0,1,1,0,1,0,0,0,0,1,0,0
9,54.0,8598.7,简,62.8,2003.0,2.0,1.0,新星里$,开发区,东山$,板楼$,钢混,0.125,1.0,8.0,0.0,平层,0,0,0,0,0,0,0,0,0,0,121.79388768718486,39.05256785115269
13,175.0,19698.3,精,88.84,2004.0,2.0,2.0,星加坡花园$,甘井子,周水子$,板楼$,钢混,0.5,1.0,2.0,70.0,平层,0,0,0,0,0,0,0,0,0,0,121.5718867866214,38.95268702268423
65,288.0,17888.2,精,161.0,2003.0,3.0,2.0,澳景园$,中山,华乐$,板楼$,钢混,0.5,1.0,2.0,70.0,错层,0,1,0,0,1,1,0,0,1,0,121.68574658870583,38.92070030373966
24,97.8,10997.4,精,88.93,2000.0,2.0,2.0,泡崖七区$,甘井子,泡崖市场$,板楼$,钢混,0.5,1.0,2.0,70.0,平层,0,0,1,0,1,0,0,0,0,0,121.56608835660542,38.9835870809834
10,81.0,9668.2,精,83.78,2012.0,2.0,2.0,欣家园一期$,甘井子,前关$,未知$,未知,0.5,2.0,4.0,70.0,平层,0,0,0,0,0,0,0,0,0,0,121.66030786752826,39.0378732155588
15,57.0,10445.3,简,54.57,1992.0,2.0,1.0,西山巷$,中山,武昌街$,板楼$,砖混,0.3333333333333333,1.0,3.0,70.0,平层,0,0,0,0,0,0,0,0,0,0,121.64765016797715,38.9071801800358
4,113.0,18896.3,精,59.8,2005.0,1.0,1.0,和平现代城$,沙河口,和平广场$,塔楼$,钢混,0.35,7.0,20.0,70.0,平层,0,1,0,0,0,0,0,0,0,0,121.59292124344292,38.901814629496684
4,163.0,21478.5,精,75.89,2012.0,2.0,1.0,国民院子$,甘井子,机场乐购$,板楼$,钢混,0.5,1.0,2.0,70.0,平层,0,1,1,0,1,1,0,0,1,0,121.52863800977579,38.96202764455685
28,198.0,28596.2,精,69.24,2009.0,2.0,1.0,唯美品格$,甘井子,大纺$,板楼$,钢,0.5,2.0,4.0,70.0,平层,0,1,1,0,1,1,0,0,1,0,121.58893392489442,38.9591894722459
6,139.0,16412.8,简,84.69,2007.0,2.0,2.0,隽佳欣苑$,甘井子,机场$,板楼$,钢混,0.5,1.0,2.0,70.0,平层,0,0,1,0,1,1,0,0,0,1,121.5644860580503,38.964645376017806
26,93.0,15749.4,简,59.05,2000.0,2.0,1.0,理工园$,高新园区,庙岭$,板楼$,钢混,0.3333333333333333,1.0,3.0,70.0,平层,0,0,1,0,1,1,0,1,1,1,121.5329251979747,38.89194873153084
6,129.8,11969.8,毛,108.44,2010.0,3.0,2.0,西郊闲庭$,甘井子,叠翠$,板楼$,钢混,0.3333333333333333,1.0,3.0,70.0,平层,0,0,0,0,0,0,0,0,0,1,121.52468725226154,38.92118296367489
52,97.0,11213.9,简,86.5,2010.0,2.0,1.0,西郊闲庭$,甘井子,叠翠$,板楼$,钢混,0.6666666666666666,2.0,3.0,70.0,暂无数据,0,1,1,0,0,0,0,0,1,1,121.52468725226154,38.92118296367489
5,57.0,5798.6,精,98.3,,2.0,2.0,华通和平海岸二期$,旅顺口,旅顺口$,未知$,未知,0.3333333333333333,1.0,3.0,70.0,平层,0,0,0,0,0,0,0,0,0,0,121.1560019201093,38.78058795612956
31,88.0,13412.6,精,65.61,2015.0,1.0,1.0,华润海中国五期$,开发区,华润海中国$,板楼$,钢混,0.6666666666666666,2.0,3.0,50.0,平层,0,0,1,0,1,1,0,0,0,1,121.75727920982158,39.04282909035126
11,70.0,12870.0,简,54.39,1996.0,2.0,1.0,马栏广场东$,沙河口,马栏$,板楼$,砖混,0.3333333333333333,1.0,3.0,70.0,平层,0,1,0,0,0,0,0,0,0,0,121.56086201514836,38.926529083859464
8,152.0,17535.8,精,86.68,2004.0,2.0,2.0,亲亲家园$,甘井子,西山水库$,板楼$,钢混,0.5,1.0,2.0,70.0,平层,0,1,0,0,0,0,0,0,0,0,121.54987077203016,38.92858041390463
7,136.0,18425.7,简,73.81,2008.0,2.0,2.0,观山满庭芳$,沙河口,马栏$,板楼$,钢混,0.3333333333333333,2.0,6.0,70.0,平层,0,1,1,0,1,0,0,0,1,0,121.56108585491533,38.933939243719045
